City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
464,Port Hawkesbury,CA,76.8,clear sky,45.6169,-61.3485,MacKenzie House Tourist Home B&B
465,Sao Filipe,CV,78.17,overcast clouds,14.8961,-24.4956,Hotel Xaguate
467,Lata,PT,58.87,clear sky,40.1629,-8.3327,Casa Maquia
468,Khor,RU,75.38,broken clouds,47.8861,134.9464,Gostinitsa Deksi
469,Isaccea,RO,70.43,clear sky,45.2667,28.4667,Pension Danube Isaccea
470,Namibe,AO,60.96,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
472,Kurilsk,RU,61.18,light rain,45.2333,147.8833,Hotel Ostrov
473,Barao De Melgaco,BR,75.42,clear sky,-16.1944,-55.9675,Tuiuiu Pantanal Hotel
474,Naantali,FI,66.61,clear sky,60.4674,22.0243,Naantali Spa Hotel & Resort
475,Chukhloma,RU,58.91,broken clouds,58.7525,42.6825,Berezka
476,San Isidro,PE,63.01,overcast clouds,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
477,Marienburg,PL,70.88,overcast clouds,54.0359,19.0266,Hotel Centrum Malbork
478,Cervo,ES,65.97,overcast clouds,43.6702,-7.4101,Hotel Spa Galatea
479,Ilhabela,BR,66.2,scattered clouds,-23.7781,-45.3581,Ilha Flat Hotel
480,Pokrovskoye,RU,66.02,clear sky,47.4157,38.8971,Тихий уголок
481,Belmonte,BR,71.22,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
482,Vuktyl,RU,47.91,clear sky,63.8567,57.3094,Mini-Hotel Lokomotiv
483,Codrington,AU,53.11,broken clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
484,Necochea,AR,52.61,moderate rain,-38.5473,-58.7368,dyd -mar Hotel
485,Zhigansk,RU,70.79,few clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
486,Nyrob,RU,52.5,overcast clouds,60.733000000000004,56.7202,Gostinitsa
487,Omaha,US,72.45,broken clouds,41.2586,-95.9378,DoubleTree by Hilton Hotel Omaha Downtown
488,Hastings,GB,63.91,few clouds,50.8552,0.5729,Zanzibar Hotel
489,Port Augusta,AU,57.29,clear sky,-32.5,137.7667,Majestic Oasis Apartments
490,Ayagoz,KZ,65.93,clear sky,47.9714,80.4392,ХАН
491,Moundou,TD,71.96,moderate rain,8.5667,16.0833,Planete Life
492,Tura,IN,73.87,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
493,Victoria,HK,88.25,few clouds,22.2855,114.1577,Mini Central
494,Pyaozerskiy,RU,55.6,overcast clouds,65.8333,31.1667,Taratuga
495,Dingle,PH,83.14,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
497,Tahlequah,US,98.82,clear sky,35.9154,-94.97,Oak Hill Inn and Suites
498,Merrill,US,70.57,clear sky,45.1805,-89.6835,Prairie Motel
499,Tshikapa,CD,75.43,broken clouds,-6.4167,20.8,Tatem beach
500,Fare,PF,78.26,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
501,Baruun-Urt,MN,63.81,moderate rain,46.6806,113.2792,Ахмадын амралт сувилал
502,Knysna,ZA,53.58,clear sky,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
503,Pangai,TO,80.71,few clouds,-19.8,-174.35,Ha'apai Beach Resort
504,Shonguy,RU,57.27,clear sky,68.7526,33.146,Shonguy Riverside Cottage House
505,Lethem,GY,74.59,overcast clouds,3.3803,-59.7968,Savannah Inn
506,Andenes,NO,55.38,overcast clouds,69.3143,16.1194,Hotell Marena
508,Hue,VN,84.31,few clouds,16.4667,107.6,Saigon Morin Hotel
509,Nadym,RU,54.41,few clouds,65.5333,72.5167,Apartment on Zvereva
510,Goya,AR,69.19,clear sky,-29.14,-59.2626,Apart Costanera Goya
511,Buala,SB,84.45,light rain,-8.145,159.5921,Maringe Lagoon Lodge
512,Bereda,ES,57.15,broken clouds,43.2686,-7.5406,Pazo de Verdes
513,Asau,RO,63.95,clear sky,46.4333,26.4,Casa Mika Ciobanus
514,Kupang,ID,80.76,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
515,Saint Pete Beach,US,85.19,overcast clouds,27.7253,-82.7412,Sirata Beach Resort
516,Dubbo,AU,51.93,overcast clouds,-32.25,148.6167,Quality Inn Dubbo International
517,Vallenar,CL,59.27,scattered clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
518,Miri,MY,77.14,few clouds,4.4148,114.0089,"Mega Hotel, Miri"
521,San Rafael,AR,48.54,broken clouds,-34.6177,-68.3301,Hotel San Rafael
522,Hovd,MN,59.4,clear sky,48.0056,91.6419,Hotel Khovd
523,Bonavista,CA,64.54,overcast clouds,48.6499,-53.1147,Sweet Sharons bnb
524,Carire,BR,74.7,broken clouds,-3.9506,-40.4733,POUSADA PAIVA
525,Winnemucca,US,98.65,clear sky,40.973,-117.7357,Winners Inn Casino
526,Oslo,NO,61.25,broken clouds,59.9127,10.7461,Anker Hotel
528,Belyy Yar,RU,58.86,light intensity shower rain,53.6039,91.3903,Pasportnyy Stol
529,Kattivakkam,IN,80.69,overcast clouds,13.2167,80.3167,Euronova Freezer
530,Boone,US,74.25,overcast clouds,39.0334,-92.3335,Cottonwoods RV Park
531,Barinas,VE,86.04,few clouds,8.6226,-70.2075,Hotel Mastranto Suite
532,Peace River,CA,73.71,broken clouds,56.2501,-117.286,BCMInns - Peace River
533,Pombas,CV,76.78,overcast clouds,17.1503,-25.0201,Paul Paradis
534,Kiama,AU,64.38,broken clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
535,Chilakalurupet,IN,81.34,overcast clouds,16.0833,80.1667,Sri vishnu priya lodge
536,Korla,CN,83.26,clear sky,41.7597,86.1469,Gulisitan Hotel
537,Port Blair,IN,82.44,scattered clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
538,Mantsala,FI,65.88,overcast clouds,60.6609,25.2838,Majoitus ja juhlapalvelu Ruustinnan Kammari
539,Paris,FR,66.11,clear sky,48.8534,2.3488,Britannique Hotel - Paris Centre
540,Plattsburgh,US,72.21,clear sky,44.6995,-73.4529,La Quinta Inn & Suites by Wyndham Plattsburgh
541,Yellandu,IN,76.06,overcast clouds,17.6,80.3333,Varalaxmi
542,Karatau,KZ,74.88,clear sky,43.1667,70.4667,Baza Zika
543,Batagay,RU,77.74,scattered clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
544,Loa Janan,ID,78.87,broken clouds,-0.583,117.095,Kost bu jono
545,Suzun,RU,62.38,broken clouds,53.7841,82.3116,Akhpkhakhakhakha
546,Penzance,GB,61.48,overcast clouds,50.1186,-5.5371,Artist Residence Penzance
547,Marawi,PH,79.56,overcast clouds,7.9986,124.2928,Derogongan Residence
549,Porto Novo,BJ,76.82,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
550,San Andres,CO,80.62,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
551,Olean,US,72.28,scattered clouds,42.0776,-78.4297,Best Western Plus University Inn
552,Awbari,LY,78.96,clear sky,26.5921,12.7805,فندق أوباري
553,Shelburne,CA,64.85,clear sky,44.0787,-80.2041,The Retreat at the Farm
554,Pyapon,MM,81.86,broken clouds,16.2833,95.6833,Aung Naing Thu Motel
555,Puerto Madero,MX,82.18,overcast clouds,14.7208,-92.4215,DEPARTAMENTOS LA ESTANCIA
556,Vardo,NO,53.58,overcast clouds,70.3705,31.1107,Vardø Hotel AS
557,Paita,PE,64.31,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
558,Matai,TZ,56.77,broken clouds,-8.3,31.5167,Rashid agro vet
559,Blairmore,CA,71.78,overcast clouds,49.6,-114.4353,Highwood Motel
560,Gorele,TR,66.42,clear sky,41.0308,39.0031,Görele Öğretmenevi
562,Kindu,CD,73.4,overcast clouds,-2.95,25.95,Résidence Okanda
563,Inirida,CO,73.36,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
565,Tabuk,PH,82.99,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
566,Mbanza-Ngungu,CD,66.83,overcast clouds,-5.25,14.8667,Hotel Full Business
567,Mlimba,TZ,67.19,scattered clouds,-8.8,35.8167,California Lodge
568,Oyama,JP,78.62,overcast clouds,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
569,Alexandria,EG,73.36,clear sky,31.2156,29.9553,Royal Crown Hotel
570,Sorland,NO,53.46,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
571,Coihaique,CL,26.55,few clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
572,Barra Do Garcas,BR,75.78,clear sky,-15.89,-52.2567,Pousada Tropical
573,Upington,ZA,52.18,clear sky,-28.4478,21.2561,River Place Manor
574,Peniche,PT,66.29,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
575,Da Nang,VN,87.78,clear sky,16.0678,108.2208,Grand Mercure Danang
576,Yarada,IN,79.12,mist,17.65,83.2667,Yarada Jungle Beach Resorts
578,Ughelli,NG,73.36,overcast clouds,5.4899,6.0074,Prestige Hotel
579,Brae,GB,50.13,overcast clouds,60.3964,-1.3530000000000002,Busta House Hotel
580,Beian,NO,58.01,broken clouds,63.6559,9.5683,"Fjord-Fishing AS, Property & Housing Co."
581,Vestmannaeyjar,IS,52.57,overcast clouds,63.4427,-20.2734,Glamping & Camping
584,Maputo,MZ,56.88,few clouds,-25.9653,32.5892,Pestana Rovuma
585,Kapit,MY,74.28,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
586,Chone,EC,70.99,overcast clouds,-0.6833,-80.1,Ciudadela Gonzalez
587,Mombetsu,JP,64.42,fog,44.3525,143.3525,Okhotsk Palace Hotel
588,Geraldton,AU,46.81,clear sky,-28.7667,114.6,Broadwater Mariner Resort
589,Bend,US,97.48,clear sky,44.0582,-121.3153,Fairfield Inn & Suites by Marriott Bend Downtown
590,Aviles,ES,67.37,overcast clouds,43.5547,-5.9248,"Palacio de Avilés, Affiliated by Meliá"
592,Cravo Norte,CO,73.94,overcast clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
593,Tual,ID,79.54,clear sky,-5.6667,132.75,Grand Vilia Hotel
594,Abnub,EG,84.42,clear sky,27.2696,31.1511,دوار ال عبد الجواد شرق البلد بابنوب
595,Barcelos,PT,69.85,clear sky,41.5388,-8.6151,Hotel Restaurante Bagoeira
596,Takhatpur,IN,77.9,moderate rain,22.15,81.8667,School nigarband
597,Pochutla,MX,77.13,scattered clouds,15.7432,-96.4661,Hotel Posada San Jose
598,Noumea,NC,73.38,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
599,Tocopilla,CL,61.38,scattered clouds,-22.092,-70.1979,Hotel Galvarino
600,San Francisco,US,80.4,few clouds,37.7749,-122.4194,Edwardian Hotel
601,Pangnirtung,CA,49.06,scattered clouds,66.1451,-65.7125,Kilabuk Lodge
602,Kalmunai,LK,79.84,overcast clouds,7.4167,81.8167,VS Villa
603,Ternate,ID,82.24,broken clouds,0.8,127.4,Sahid Bela Ternate Hotel
605,Komsomolskiy,UZ,79.52,clear sky,40.4272,71.7189,Ikathouse
606,Poronaysk,RU,63.14,light rain,49.2167,143.1167,Avtovokzal Khostel Stolovaya
607,Nurota,UZ,86.83,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
608,Taltal,CL,58.73,clear sky,-25.4,-70.4833,Residencial Karime
609,Salinopolis,BR,79.41,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
610,Maceio,BR,72.84,few clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
612,Matara,LK,77.59,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
613,Ballina,AU,71.78,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
614,Sao Miguel Do Araguaia,BR,76.21,few clouds,-13.275,-50.1628,Hotel Executivo Palace
615,Kloulklubed,PW,79.3,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
616,Whitehorse,CA,74.17,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
617,Accra,GH,77.41,few clouds,5.556,-0.1969,Accra City Hotel
618,Bonito,BR,72.97,clear sky,-21.1211,-56.4819,Marruá Hotel
619,Kushuhum,UA,63.45,clear sky,47.7144,35.2092,Hotel Clear House
621,Honningsvag,NO,53.35,overcast clouds,70.9821,25.9704,Nordkapp Vandrerhjem
622,Umm Lajj,SA,83.61,overcast clouds,25.0213,37.2685,Moon light Furnished Units
623,Hongjiang,CN,87.67,scattered clouds,27.11,109.9956,洪江大酒店
624,Bafoulabe,ML,75.92,overcast clouds,13.8065,-10.8321,Logement du Chargé SIS Abdoul Karim Konaté
625,Maldonado,UY,57.22,overcast clouds,-34.6667,-54.9167,La Cimarrona
626,Nara,JP,90.91,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
627,Inta,RU,46.65,light rain,66.0317,60.1659,Apartments in Inta city
628,Marsa Matruh,EG,77.2,clear sky,31.3525,27.2453,Beau Site
629,Sheridan,US,86.02,clear sky,44.8333,-106.9173,Comfort Inn & Suites
630,Mwinilunga,ZM,57.52,clear sky,-11.7358,24.4293,Kwakuwahi Lodge
631,San Quintin,MX,70.52,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
632,Dali,CN,65.32,broken clouds,25.7,100.1833,Dali Travelling With Hostel
633,Harlingen,US,91.49,overcast clouds,26.1906,-97.6961,Courtyard by Marriott Harlingen
634,Sao Jose Da Coroa Grande,BR,73.78,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
635,Margate,GB,63.9,scattered clouds,51.3813,1.3862,Premier Inn Margate hotel
636,Omboue,GA,71.83,broken clouds,-1.5746,9.2618,Hotel Olako
637,Pingliang,CN,77.38,clear sky,35.5392,106.6861,North Gate Hostel
638,Pretoria,ZA,50.2,clear sky,-25.7449,28.1878,Hotel 224
639,Eyl,SO,75.96,overcast clouds,7.9803,49.8164,Amiin Hotel
640,Channel-Port Aux Basques,CA,64.26,overcast clouds,47.5702,-59.1367,St. Christopher's Hotel
641,Praia Da Vitoria,PT,75.76,broken clouds,38.7333,-27.0667,Hotel Branco I
642,Puerto Leguizamo,CO,71.6,overcast clouds,-0.1934,-74.7819,la casona de juancho
643,Zwedru,LR,68.41,clear sky,6.0667,-8.1281,Elijah Worjloh
644,Hohhot,CN,66.49,light rain,40.8106,111.6522,Sheraton Hohhot Hotel
646,Saint-Pierre,RE,67.91,clear sky,-21.3393,55.4781,Alize Plage
648,Miandrivazo,MG,65.71,clear sky,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
650,Dobreni,RO,61.48,clear sky,46.9833,26.4167,Craii Neamtului
651,Doha,QA,93.09,clear sky,25.2867,51.5333,Doha Marriott Hotel
654,Tambopata,PE,72.28,overcast clouds,-12.7333,-69.1833,Enashawa Lodge
655,Ixtapa,MX,85.23,overcast clouds,20.7,-105.2,hotel la terminal
656,Chapais,CA,56.98,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
657,Slave Lake,CA,67.98,broken clouds,55.2834,-114.76899999999999,Super 8 by Wyndham Slave Lake AB
658,Tam Ky,VN,84.18,scattered clouds,15.5667,108.4833,Nhà Nghỉ Phương Hòa
660,Hervey Bay,AU,64.2,clear sky,-25.2986,152.8535,Shelly Bay Resort
662,Patulul,GT,73.94,overcast clouds,14.4167,-91.1667,Hotel Moises
663,Alegrete,BR,66.65,clear sky,-29.7831,-55.7919,Hotel Alegrete
664,Dubrovnik,HR,73.04,clear sky,42.6481,18.0922,Hotel Dubrovnik Palace
665,Am Timan,TD,75.13,light rain,11.0297,20.2827,Palais du chef Canton Salamt
666,Mariel,CU,82.26,light rain,22.9875,-82.7536,Casa De Alojamiento Marilda
667,Mae Sai,TH,78.64,clear sky,20.4335,99.8762,Piyaporn Hill Paradise Hotel
668,Parana,AR,72.55,light rain,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
669,Bonthe,SL,74.77,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
670,Paamiut,GL,43.88,overcast clouds,61.994,-49.6678,Pistut
671,Cockburn Town,TC,84.16,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
672,Pravia,ES,64.67,overcast clouds,43.4906,-6.1508,Antiguo Casino Hotel
674,Rio Grande,BR,62.71,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
675,Manjacaze,MZ,57.34,clear sky,-24.7117,33.8828,Hotel Gani
677,Ugep,NG,72.27,overcast clouds,5.8086,8.0812,"Don Wills Club, Bar and Lodge/Hotel"
678,Worland,US,87.89,clear sky,44.0169,-107.9554,Town House Motor Inn
679,Mutoko,ZW,48.81,clear sky,-17.397000000000002,32.2268,Mutoko Hotel
680,Acapulco,MX,81.57,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
682,Vao,NC,69.22,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
683,Novobirilyussy,RU,55.15,broken clouds,56.9514,90.6661,Gostinitsa
684,Pasni,PK,81.95,light rain,25.2631,63.471000000000004,Kashmiri Hotal
685,Kautokeino,NO,51.89,overcast clouds,69.0125,23.0412,Thon Hotel Kautokeino
686,Tongchuan,CN,77.5,clear sky,35.0806,109.0897,Tongchuan Hotel
687,Benemerito De Las Americas,MX,75.96,overcast clouds,16.5167,-90.6439,Residencia Univeresitaria
689,Saint-Ambroise,CA,66.52,overcast clouds,48.5501,-71.3324,Motel Saint-Ambroise
690,Boissevain,CA,73.9,overcast clouds,49.2306,-100.0559,Boissevain Campgrounds
691,Les Cayes,HT,79.23,clear sky,18.2,-73.75,Villa Orphee
692,Daru,PG,78.08,overcast clouds,-9.0763,143.2092,Daru Lodge
693,Morro Bay,US,86.18,few clouds,35.3658,-120.8499,Inn at Morro Bay
694,Matamoros,MX,95.11,dust,25.5333,-103.25,Quinta Belem
696,Gizo,SB,83.86,broken clouds,-8.103,156.8419,Imagination Island
697,Richards Bay,ZA,55.17,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
699,Solnechnyy,RU,66.9,broken clouds,50.7214,136.6319,Hotel complex Pastoral
700,Port Keats,AU,82.81,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
